explanations,datasets,attributed_fns,methods,reversed,Value,Rank,Sentence
attention,any,logit,baseline,original,"[26.715586    0.7727569   0.80598634  0.76202345  0.67319876  0.69183445
  0.64174694  1.2549891   0.8987636   0.92459065  1.2728938   1.385007
  0.9222227   1.0994036   2.0521328   3.7737567   3.376       5.074164
  6.990436  ]",0.3333333333333333,"Skyler's eyes flashed something like disgust at that, and Caine knew he had not gained"
attention,any,logit,baseline,original,"[27.203783    0.83230215  2.227233    1.6757569   1.4856485   2.722165
  4.419028    4.209333    4.8531218   6.692214  ]",0.3333333333333333,"Sleeping or not, they were not taking"
attention,any,logit,baseline,original,"[26.80888    2.4188848  2.3356311  3.7611113  3.3208904  4.203985
  8.901619   5.839488 ]",0.25,"True, the check had not picked up"
attention,any,logit,baseline,original,"[29.944912   1.3052998  2.4110978  2.883569   4.918868   6.118364
  6.8730545]",0.3333333333333333,Cottingham did not try
attention,any,logit,baseline,original,"[23.552786    1.1079085   1.3406315   1.7703838   0.8954812   0.6352534
  0.56768435  0.97432935  0.8904724   0.84479713  0.9282671   1.2138357
  0.8676249   0.7592174   0.9121144   1.8609483   2.464806    4.061498
  4.8790946   5.7459908   5.3186126 ]",0.5,"It meant that if she and the others were able to get out of the ship, they would not have"
attention,any,logit,baseline,original,"[25.476402    1.0797646   0.9585304   0.9823427   1.0877202   1.0610267
  1.259127    0.65090966  1.9494386   2.317779    2.505763    3.8472965
  3.683962    4.922095    6.1869836 ]",0.3333333333333333,"That works well enough for the bololins, and I did not see"
attention,any,logit,baseline,original,"[28.339054   2.2688723  2.4449587  4.52826    4.1964464  8.237151
  5.7873693]",0.3333333333333333,I would have sworn there were not
attention,any,logit,baseline,original,"[29.21188    3.060737   1.8216987  2.9968352  5.156693   5.740835
  6.952097 ]",0.16666666666666666,And I do not want to hear
attention,any,logit,baseline,original,"[29.956095   2.3023474  1.5479677  1.1874622  2.092589   4.7962584
  5.8120465  7.126008 ]",0.3333333333333333,Governor Rybakov did not show
attention,any,logit,baseline,original,"[26.125624    0.7950866   0.64559495  0.5696919   1.10824     1.2503657
  1.0588456   0.58986205  0.64932185  0.607684    0.6963953   0.568634
  1.4046975   1.5974859   1.7981259   4.869693    3.764764    5.1139736
  6.5690312 ]",0.3333333333333333,And in the two weeks since Lord Kelsey-Ramos figured it out they have not shown
attention,any,logit,baseline,original,"[28.254765   1.5068074  2.301576   2.3595495  3.9683874  4.1068172
  6.4634004  6.0632195]",0.5,But at least there he had not had
attention,any,logit,baseline,original,"[29.53436    2.759629   2.2454622  4.5475726  4.6739817  6.584683
  6.599412 ]",0.2,He still had not come up with
attention,any,logit,baseline,original,[31.910637   6.6003304  6.1930895  6.4157825],0.25,You did not get
attention,any,logit,baseline,original,[29.17967    3.8735113  3.391338   4.526347   7.2810254  6.0915875],0.3333333333333333,You told me there were not
attention,any,logit,baseline,original,[30.684399   3.5048206  4.4229393  8.661902   7.229912 ],0.25,He had not run into
attention,any,logit,baseline,original,"[27.916649   2.41183    2.4492176  2.988758   4.44253    3.614138
  4.236768   6.5477066]",0.25,"No offense, but I do not want"
attention,any,logit,baseline,original,"[28.7683     1.1963465  2.073329   4.1886625  4.7261157  7.4368043
  5.911019 ]",0.3333333333333333,The Spiders say there are not
attention,any,logit,baseline,original,[30.474016   4.9421487  4.780815   4.911786   7.0789065],0.25,The Council does not need
attention,any,logit,baseline,original,"[22.449152    0.59915435  0.925348    0.568713    0.921745    0.5766292
  0.94796234  0.7489975   0.616724    0.69543767  0.9278145   1.0960047
  0.75008744  0.89604026  0.52537286  0.39261445  0.67596716  1.7576966
  1.4271961   1.1295027   0.93866086  2.5012016   3.300327    8.766332
  6.316834  ]",0.25,"Yes, sir, we have, I said, suddenly realizing to my chagrin that Suzenne had not given us"
attention,any,logit,baseline,original,"[27.418104   0.917262   1.4211671  1.0827109  1.1805896  1.2425363
  1.1553072  2.0068963  2.7948754  4.3205442  3.673262   4.365389
  6.1281176]",0.3333333333333333,"Sure enough, and to his obvious disappointment, he did not find"
attention,any,logit,baseline,original,[30.130909   2.4198549  3.1285217  4.2117863  6.947154   6.65131  ],0.2,I do not want to try
attention,any,logit,baseline,original,[29.731941   3.5827343  3.6714454  4.4822135  5.0424433  7.739987 ],0.3333333333333333,I noticed I was not offered
attention,any,logit,baseline,original,[30.289753   5.2797     4.79563    7.1475472  6.040554 ],0.3333333333333333,I thought there are not
attention,any,logit,baseline,original,"[26.159111   1.6388742  2.348607   1.2957064  1.9932935  2.146756
  2.953499   4.625807   4.24239    4.1043854  6.4133224]",0.2,"I gave Fiona a glance, but she did not need"
attention,any,logit,baseline,original,"[24.512486    0.66846913  0.65920883  0.63243276  0.6365873   0.75111115
  0.98077744  0.8312983   3.0311635   1.3712444   1.2174255   1.5689672
  1.8025421   3.018793    4.0445023   4.537163    4.9390306   5.743586  ]",0.3333333333333333,"Then she skinned off her tight blue jeans, and Steve saw that she did not have"
attention,any,logit,baseline,original,[32.572186  6.645494  5.159373  6.245882],0.25,Bill did not have
attention,any,logit,baseline,original,"[27.28855    3.4422505  2.3914464  1.9362253  3.707813   5.046737
  4.9915543  6.1798525]",0.25,Except that the United States did not have
attention,any,logit,baseline,original,[30.608248   4.7272887  5.201504   4.9638786  6.3236685],0.25,The Navy did not have
attention,any,logit,baseline,original,[29.46691    3.5097582  5.469344   4.238563   4.7630205  6.420505 ],0.25,"Anyway, he does not know"
attention,any,logit,baseline,original,"[27.284842   1.9249098  1.6087202  1.6463077  3.6186733  4.176331
  3.593693   6.279302   6.513065 ]",0.3333333333333333,"Hell, that's why we have not had"
attention,any,logit,baseline,original,"[26.956095   1.3957895  1.1323266  1.4174246  2.305409   3.4768476
  4.5243406  4.783311   5.595857   5.885052 ]",0.3333333333333333,It was just as well that Cathy did not have
attention,any,logit,baseline,original,"[26.476526   1.2028161  2.1796298  1.4311306  1.721287   2.3639479
  2.4636116  3.9911883  4.438285   5.06941    5.675882 ]",0.3333333333333333,"So we compromised the bastard, and he did not have"
attention,any,logit,baseline,original,"[26.1787      0.90076756  1.0765572   0.97107434  1.6991198   1.890817
  2.23574     3.1679578   4.16618     3.0192254   4.8276963   6.283429  ]",0.3333333333333333,"A whole lot of blast damage, but I do not see"
attention,any,logit,baseline,original,[29.713879   3.6342     4.520729   4.0136924  5.433485   6.4115024],0.3333333333333333,At least we do not have
attention,any,logit,baseline,original,"[27.06309     1.3506719   1.151057    0.97401965  1.1119729   1.3169488
  1.535881    1.3016249   2.2052035   4.1586657   3.6312582   4.7570634
  7.1987133 ]",0.3333333333333333,Winters took a look around to make sure he was not leaving
attention,any,logit,baseline,original,"[27.065619   1.4422088  1.2462512  1.0172955  2.6419868  2.3017476
  2.7554896  3.5679412  3.592762   4.408291   6.4807563]",0.3333333333333333,"I'm a little worried, and I do not need"
attention,any,logit,baseline,original,[29.568394   3.6180725  4.468665   4.219219   4.9900327  6.270431 ],0.3333333333333333,"Unfortunately, we do not have"
attention,any,logit,baseline,original,"[26.393171    0.66989416  0.9325262   0.6266565   0.79018956  0.82135946
  1.1018466   1.2903843   1.6714127   2.279946    3.0238395   4.3674264
  4.704169    4.358686    5.684132  ]",0.2,"Shirley squatted down beside him, forgetting that she did not have"
attention,any,logit,baseline,original,"[27.66913    3.4139776  3.1299977  4.015973   4.63224    6.9072433
  5.647031 ]",0.3333333333333333,I wish… but there were not
attention,any,logit,baseline,original,"[25.01011     0.86119306  0.8742772   1.7479997   1.5704827   1.4497432
  1.1736666   1.6059346   1.6897496   2.09858     1.6278033   2.2886446
  3.8949656   5.389281    6.399828  ]",0.2,"You need the town reduced before then, but you do not want to take"
attention,any,logit,baseline,original,"[26.498325    1.6311775   1.0126731   1.0369549   1.0230961   0.91309756
  1.5203829   0.79028976  1.6055441   2.8877215   2.2870586   2.5592225
  2.4166045   5.399658    6.933426  ]",0.2,"The King's Man looked away, realising he was not going to win"
attention,any,logit,baseline,original,[30.28658    5.190445   4.946934   5.3836102  6.757217 ],0.3333333333333333,Hellboy did not see
attention,any,logit,baseline,original,"[28.835234   2.403493   3.3044877  4.066645   4.16899    4.992562
  6.162152 ]",0.3333333333333333,"But you, you do not have"
attention,any,logit,baseline,original,"[29.09219    1.9523658  2.6393707  3.7279105  4.2711563  5.1134753
  7.5157156]",0.3333333333333333,He also reported Karl did not beat
attention,any,logit,baseline,original,[29.983452   4.8002667  3.244493   4.514852   4.2862196  6.9867167],0.2,And he certainly did not want
attention,any,logit,baseline,original,"[28.957937    1.1663483   0.7804445   0.79951966  0.8469663   0.9022305
  1.1620944   1.7340138   1.4004382   1.9947623   1.9105382   3.4481764
  7.1668057   6.0601525 ]",0.25,"The kids had already turned on him, so he did not do himself"
attention,any,logit,baseline,original,[27.999992   3.9818857  4.09795    5.5188913  5.97444    6.279651 ],0.3333333333333333,I hope there wo not be
attention,any,logit,baseline,original,[30.34774    2.9532309  2.7620773  3.1483696  7.472466   6.5909824],0.25,And she did not have on
attention,any,logit,baseline,original,"[26.635534   0.941821   1.0821358  1.2984537  2.032949   1.1798407
  2.364052   2.580166   2.094868   3.7716436  7.523047   6.4156046]",0.25,He asked us if we had behaved and did not get into
attention,any,logit,baseline,original,[32.29712    6.0330935  5.633409   6.712709 ],0.25,They did not know
attention,any,logit,baseline,original,[29.098427   3.5257359  3.6608615  8.879837   6.8730345],0.25,I did not give you
attention,any,logit,baseline,original,"[26.28432     0.9397045   0.82386553  1.1267056   1.1381948   1.1420064
  1.8241274   1.137538    2.3998265   2.9611962   4.016852    4.8504906
  4.88933     5.1697    ]",0.3333333333333333,"Which was good for me, since it meant that there would not be"
attention,any,logit,baseline,original,"[27.839788   0.9888415  1.203507   1.541231   1.8935841  1.8913158
  1.9837399  4.259988   3.1836245  4.5084496  7.391774 ]",0.3333333333333333,And I knew he appreciated the fact I was not wearing
attention,any,logit,baseline,original,"[25.369194    0.99629515  1.0512275   0.97973025  0.97603655  1.4530611
  0.85812175  1.1460425   1.9831355   1.7892909   2.5015676   4.1494575
  4.174647    5.2139482   5.9444995 ]",0.3333333333333333,"I mean, we all balled each other, but you did not get"
attention,any,logit,baseline,original,[29.737595   2.328665   4.0534844  4.8209696  5.0821543  7.074779 ],0.3333333333333333,The Corporations did not leave
attention,any,logit,baseline,original,[30.089045   4.1846895  5.1393266  6.9547935  6.2881393],0.3333333333333333,"Well, he has not"
attention,any,logit,baseline,original,"[24.73359     0.48849332  0.5119294   0.36531016  0.53419805  0.4936107
  0.59275734  0.63204014  0.75142974  0.6386459   0.586543    0.7575208
  0.8313917   1.013311    1.770254    1.2633095   2.1587167   1.4710732
  1.5734843   2.3511066   4.0269303   7.2226877   5.2645335 ]",0.3333333333333333,"As soon as he caught sight of him, the chief clerk said: 'No, comrade Lieutenant, there are not"
attention,any,logit,baseline,original,[30.102474   5.130384   4.560297   6.5770774  5.8266783],0.5,He certainly had not had
attention,any,logit,baseline,original,"[28.721224   1.2407651  2.221225   2.2625358  3.1527026  4.8500104
  6.1702437  7.1154327]",0.2,Novikov did not need to hear
attention,any,logit,baseline,original,[30.128344   3.0132594  2.545008   5.600126   5.189443   6.9920015],0.25,The cobber was not showing
attention,any,logit,baseline,original,"[28.854733   2.0571268  2.908326   4.350191   4.6087303  5.2649317
  6.394305 ]",0.3333333333333333,"In fact, she had not given"
attention,any,logit,baseline,original,[29.994947   3.1726065  2.6584814  3.149868   6.6924653  8.181664 ],0.16666666666666666,She did not have to climb
attention,any,logit,baseline,original,[30.426517   4.300168   5.245391   5.329554   7.2020206],0.3333333333333333,The Ranger had not needed
attention,any,logit,baseline,original,[31.50451   5.345409  5.87693   8.142554],0.3333333333333333,So do not entertain
attention,any,logit,baseline,original,[32.602066   3.3679342  3.2135916  5.8063717  7.0596895],0.2,He would not be breaking
attention,any,logit,baseline,original,[30.92899    2.9085436  5.769844   5.3928933  6.9976616],0.25,Rapp was not taking
attention,any,logit,baseline,original,"[28.516369   2.8030157  2.326794   3.1004124  4.285647   6.254774
  6.955658 ]",0.2,«I do not want to leave
attention,any,logit,baseline,original,"[28.087696   2.0869715  2.1044183  2.230253   2.1680226  3.7755146
  8.568625   6.7672734]",0.25,«Make sure you do not set off
attention,any,logit,baseline,original,"[23.646397    0.8954879   1.4891675   0.7511542   0.9339532   0.87903565
  0.6880542   0.8325257   1.4024987   1.077668    1.0223202   0.65846896
  0.67393434  1.8547795   1.587763    2.3028321   4.140113    4.000762
  4.346662    6.5059447 ]",0.3333333333333333,"He thought Margot was doing a super job on that spick, and that she did not need"
attention,any,logit,baseline,original,[31.124655   4.5768533  4.6958427  4.7675133  7.262327 ],0.3333333333333333,The man did not commit
attention,any,logit,baseline,original,"[27.458277    0.8928391   1.0099678   0.73905504  1.1669915   0.8813237
  1.4333217   2.0365014   1.7733227   3.388382    4.464689    7.366603
  5.731857  ]",0.3333333333333333,"""Ms. Brown, Victoria said patiently, """"there are not"
attention,any,logit,baseline,original,"[27.652298    0.86863935  0.748982    0.9521409   0.6919266   0.98898643
  1.0535537   1.5590016   1.098437    1.6980147   3.239696    4.7574363
  7.363599    5.5929313 ]",0.3333333333333333,"""He turned to her and said ominously, """"There are not"
